Shipment Number,Shipper,Consignee,Origin,Destination,Transhipments count,Sending Agent,Receiving Agent,Sales Rep,TEU,Incitement,Transport Mode,Direction,Shipment Type,ETD,ETA,ATD,ATA,Total Transit Days,Total Estimated Transit Days,Delay Days,Late/Early
SHP102495,Marico Ltd,Star Imports Ltd,Dammam,Mundra,2,Greenline Agency,EuroLogistics,M. Tandon,2,DAP,Sea,Import,LCL,09-03-2026,07-04-2026,10-03-2026,15-04-2026,30,29,1,Late Arrival
SHP102496,Tata Motors Ltd,Pacific Foods Ltd,Kolkata,Tanger Med,1,Greenline Agency,Gujarat Links,D. Sharma,1,EXW,Sea,Export,LCL,09-02-2024,24-02-2024,10-02-2024,26-02-2024,16,15,1,Late Arrival
SHP102497,Larsen & Toubro,ABC Imports Pvt Ltd,Mumbai,Los Angeles,2,Pacific Marine,Gujarat Links,M. Tandon,1,DDP,Air,Export,Parcel,07-08-2024,11-08-2024,07-08-2024,14-08-2024,7,4,3,Late Arrival
SHP102498,Max Pharma Ltd,Fresh Foods Inc,Tuticorin,Frankfurt,1,Greenline Agency,EuroLogistics,P. Desai,1,DAP,Air,Export,Parcel,18-03-2025,20-03-2025,18-03-2025,22-03-2025,4,2,2,Late Arrival
SHP102499,ITC Ltd,XYZ Automotives,New York,Mundra,2,South Freight,Ocean Bridge,R. Goenka,1,FCA,Air,Import,Parcel,17-09-2024,20-09-2024,17-09-2024,20-09-2024,3,3,0,On Time
SHP102500,Larsen & Toubro,Bharat Pharma Exports,Oakland,Mundra,3,FastShip Ocean,EuroLogistics,V. Sinha,2,CIF,Sea,Import,FCL,20-06-2024,26-07-2024,21-06-2024,02-08-2024,39,36,3,Late Arrival
SHP102501,Tata Motors Ltd,Sun Drug Co Ltd,Visakhapatnam,Miami,3,Value Carry Pvt Ltd,Gujarat Links,A. Joshi,1,DDP,Sea,Export,FCL,16-11-2024,13-12-2024,19-11-2024,24-12-2024,29,27,2,Late Arrival
SHP102502,Mahindra Agritech,XYZ Automotives,Tuticorin,Hamburg,3,Pacific Marine,Kanto Broker,M. Tandon,1,EXW,Sea,Export,FCL,14-09-2025,29-09-2025,14-09-2025,21-10-2025,35,15,20,Late Arrival
SHP102503,Godrej Agrovet,AmeriTech LLC,Ningbo,Nhava Sheva,2,Greenline Agency,Kanto Broker,D. Sharma,4,DDP,Sea,Import,FCL,22-05-2024,08-06-2024,22-05-2024,16-06-2024,23,17,6,Late Arrival
SHP102504,Max Pharma Ltd,Fresh Foods Inc,Tuticorin,Kaohsiung,3,Value Carry Pvt Ltd,Bengal Marine,P. Desai,1,DAP,Sea,Export,FCL,04-03-2026,04-04-2026,05-03-2026,16-04-2026,33,31,2,Late Arrival
SHP102505,Larsen & Toubro,Euro Retail GmbH,Hong Kong,Chennai,2,Greenline Agency,Gujarat Links,S. Kumar,2,FOB,Sea,Import,FCL,09-05-2024,25-05-2024,09-05-2024,31-05-2024,20,16,4,Late Arrival
SHP102506,Tata Motors Ltd,Sun Drug Co Ltd,Mundra,Dallas,1,GT Air Express,Ocean Bridge,R. Goenka,1,CIP,Air,Export,Parcel,10-06-2024,12-06-2024,10-06-2024,12-06-2024,2,2,0,On Time
SHP102507,Tata Motors Ltd,Bharat Pharma Exports,Port Said,Nhava Sheva,1,South Freight,Bengal Marine,M. Tandon,1,DDP,Sea,Import,FCL,25-02-2026,09-03-2026,26-02-2026,14-03-2026,16,12,4,Late Arrival
SHP102508,ITC Ltd,Euro Retail GmbH,Miami,Chennai,3,Pacific Marine,Gujarat Links,A. Joshi,1,FOB,Sea,Import,FCL,29-07-2024,02-09-2024,30-07-2024,12-09-2024,42,35,7,Late Arrival
SHP102509,Adani Exports,Star Imports Ltd,Valencia,Mumbai,3,South Freight,Bengal Marine,S. Kumar,1,FOB,Sea,Import,FCL,16-12-2024,22-01-2025,01-01-2025,18-02-2025,39,37,2,Late Arrival
SHP102510,Marico Ltd,Star Imports Ltd,Miami,Kolkata,3,Pacific Marine,Deko Freight,V. Sinha,2,DDP,Sea,Import,LCL,07-02-2026,03-03-2026,10-02-2026,09-03-2026,25,24,1,Late Arrival
SHP102511,Adani Exports,Bharat Pharma Exports,Hamburg,Cochin,3,Pacific Marine,Ocean Bridge,S. Kumar,2,CIP,Sea,Import,FCL,06-02-2024,08-03-2024,08-02-2024,24-03-2024,39,31,8,Late Arrival
SHP102512,Mahindra Agritech,Star Imports Ltd,Cochin,Los Angeles,3,South Freight,Kanto Broker,D. Sharma,1,EXW,Sea,Export,FCL,12-03-2024,06-04-2024,12-03-2024,21-04-2024,37,25,12,Late Arrival
SHP102513,Adani Exports,Global Traders LLP,Tacoma,Cochin,3,Greenline Agency,Deko Freight,D. Sharma,2,FCA,Sea,Import,FCL,05-07-2024,03-08-2024,06-07-2024,14-08-2024,37,29,8,Late Arrival
SHP102514,Adani Exports,Sun Drug Co Ltd,Kolkata,Jeddah,2,Greenline Agency,Kanto Broker,A. Joshi,1,DDP,Sea,Export,LCL,18-11-2025,07-12-2025,24-11-2025,15-12-2025,17,19,-2,Early Arrival
SHP102515,Mahindra Agritech,Sun Drug Co Ltd,Busan,Cochin,2,Greenline Agency,Gujarat Links,D. Sharma,1,FCA,Sea,Import,FCL,05-02-2024,03-03-2024,05-02-2024,16-03-2024,29,27,2,Late Arrival
SHP102516,Mahindra Agritech,Global Traders LLP,Cochin,Jeddah,2,FastShip Ocean,Bengal Marine,R. Goenka,1,EXW,Sea,Export,FCL,27-06-2024,14-07-2024,30-06-2024,24-07-2024,22,17,5,Late Arrival
SHP102517,Marico Ltd,Global Traders LLP,Tuticorin,Sohar,2,Greenline Agency,Bluedart Cargo,A. Joshi,1,CIP,Sea,Export,FCL,17-10-2024,02-11-2024,22-10-2024,10-11-2024,18,16,2,Late Arrival
SHP102518,Godrej Agrovet,Pacific Foods Ltd,Nhava Sheva,London,1,Pacific Marine,Bluedart Cargo,V. Sinha,1,FCA,Air,Export,Parcel,15-03-2024,16-03-2024,15-03-2024,17-03-2024,2,1,1,Late Arrival
SHP102519,Godrej Agrovet,Global Traders LLP,Savannah,Kolkata,3,FastShip Ocean,Bluedart Cargo,A. Joshi,1,DAP,Sea,Import,FCL,09-07-2025,17-08-2025,14-07-2025,14-09-2025,58,39,19,Late Arrival
SHP102520,Godrej Agrovet,Sun Drug Co Ltd,Nhava Sheva,Port Said,1,Value Carry Pvt Ltd,Kanto Broker,A. Joshi,2,FOB,Sea,Export,FCL,04-08-2024,13-08-2024,05-08-2024,16-08-2024,11,9,2,Late Arrival
SHP102521,Adani Exports,XYZ Automotives,Busan,Mundra,2,Shree Logi Agency,Gujarat Links,V. Sinha,1,CIF,Sea,Import,FCL,27-06-2025,21-07-2025,27-06-2025,08-08-2025,41,24,17,Late Arrival
SHP102522,Godrej Agrovet,Euro Retail GmbH,Singapore,Visakhapatnam,2,South Freight,Kanto Broker,D. Sharma,4,FOB,Sea,Import,FCL,25-12-2025,12-01-2026,26-12-2025,17-01-2026,21,18,3,Late Arrival
SHP102523,Larsen & Toubro,Star Imports Ltd,Kolkata,Los Angeles,3,Greenline Agency,EuroLogistics,P. Desai,1,CIF,Sea,Export,FCL,05-02-2025,02-03-2025,05-02-2025,18-03-2025,35,25,10,Late Arrival
SHP102524,ITC Ltd,Star Imports Ltd,Chennai,Gioia Tauro,1,South Freight,Bluedart Cargo,S. Kumar,1,FCA,Sea,Export,FCL,05-06-2025,17-06-2025,05-06-2025,25-06-2025,20,12,8,Late Arrival
SHP102525,Mahindra Agritech,ABC Imports Pvt Ltd,Mumbai,Los Angeles,2,South Freight,EuroLogistics,P. Desai,1,DAP,Air,Export,Parcel,15-12-2024,18-12-2024,15-12-2024,19-12-2024,3,3,0,On Time
SHP102526,Reliance Exports,XYZ Automotives,Kolkata,Felixstowe,3,FastShip Ocean,Gujarat Links,M. Tandon,1,FCA,Sea,Export,FCL,29-09-2024,20-10-2024,29-09-2024,05-11-2024,32,21,11,Late Arrival
SHP102527,Bharat Steel,Euro Retail GmbH,Visakhapatnam,Port Said,1,Greenline Agency,EuroLogistics,A. Joshi,1,EXW,Sea,Export,LCL,24-07-2025,07-08-2025,24-07-2025,11-08-2025,18,14,4,Late Arrival
SHP102528,Bharat Steel,Fresh Foods Inc,New York,Mumbai,3,Shree Logi Agency,Bengal Marine,M. Tandon,2,CIP,Sea,Import,LCL,21-01-2026,21-02-2026,23-01-2026,01-03-2026,34,31,3,Late Arrival
SHP102529,Bharat Steel,Fresh Foods Inc,Tokyo,Mumbai,2,South Freight,Gujarat Links,M. Tandon,1,FCA,Air,Import,Parcel,28-11-2024,02-12-2024,28-11-2024,04-12-2024,6,4,2,Late Arrival
SHP102530,Mahindra Agritech,Pacific Foods Ltd,Visakhapatnam,Miami,3,Pacific Marine,Deko Freight,M. Tandon,2,FCA,Sea,Export,FCL,13-10-2025,05-11-2025,13-10-2025,03-12-2025,32,23,9,Late Arrival
SHP102531,Godrej Agrovet,AmeriTech LLC,Charleston,Cochin,3,South Freight,Kanto Broker,D. Sharma,1,FCA,Sea,Import,FCL,05-02-2026,03-03-2026,09-02-2026,17-03-2026,30,26,4,Late Arrival
SHP102532,Marico Ltd,Star Imports Ltd,Algeciras,Mundra,1,Value Carry Pvt Ltd,Deko Freight,M. Tandon,1,FOB,Sea,Import,LCL,11-10-2025,22-10-2025,14-10-2025,27-10-2025,13,11,2,Late Arrival
SHP102533,Tata Motors Ltd,Fresh Foods Inc,Savannah,Cochin,3,Greenline Agency,Kanto Broker,M. Tandon,1,CIP,Sea,Import,FCL,23-09-2025,01-11-2025,24-09-2025,14-11-2025,40,39,1,Late Arrival
SHP102534,Reliance Exports,Sun Drug Co Ltd,Nhava Sheva,Hamburg,3,Pacific Marine,Gujarat Links,S. Kumar,4,CIP,Sea,Export,FCL,18-07-2024,20-08-2024,20-07-2024,02-09-2024,37,33,4,Late Arrival
SHP102535,Reliance Exports,ABC Imports Pvt Ltd,Baltimore,Mumbai,3,South Freight,Bengal Marine,M. Tandon,1,EXW,Sea,Import,FCL,01-11-2024,05-12-2024,01-11-2024,23-12-2024,43,34,9,Late Arrival
SHP102536,Mahindra Agritech,Euro Retail GmbH,Visakhapatnam,Savannah,3,GT Air Express,Bluedart Cargo,M. Tandon,2,DDP,Sea,Export,FCL,27-12-2025,15-01-2026,28-12-2025,26-01-2026,23,19,4,Late Arrival
SHP102537,Tata Motors Ltd,AmeriTech LLC,Tuticorin,Frankfurt,1,South Freight,Ocean Bridge,M. Tandon,1,CIP,Air,Export,Parcel,28-01-2026,31-01-2026,28-01-2026,01-02-2026,4,3,1,Late Arrival
SHP102538,Godrej Agrovet,Fresh Foods Inc,Algeciras,Cochin,1,Value Carry Pvt Ltd,Bengal Marine,V. Sinha,2,FCA,Sea,Import,FCL,16-11-2025,29-11-2025,20-11-2025,06-12-2025,16,13,3,Late Arrival
SHP102539,Mahindra Agritech,Euro Retail GmbH,Dammam,Mundra,2,South Freight,Bengal Marine,A. Joshi,1,DAP,Sea,Import,FCL,05-03-2026,28-03-2026,05-03-2026,31-03-2026,25,23,2,Late Arrival
SHP102540,Bharat Steel,ABC Imports Pvt Ltd,Shanghai,Tuticorin,2,Shree Logi Agency,EuroLogistics,D. Sharma,1,CIP,Sea,Import,LCL,22-06-2024,09-07-2024,22-06-2024,27-07-2024,33,17,16,Late Arrival
SHP102541,Godrej Agrovet,Euro Retail GmbH,Kolkata,Baltimore,3,GT Air Express,Bengal Marine,R. Goenka,2,EXW,Sea,Export,FCL,02-12-2024,13-01-2025,06-12-2024,12-02-2025,51,42,9,Late Arrival
SHP102542,Reliance Exports,Star Imports Ltd,Visakhapatnam,Felixstowe,3,FastShip Ocean,EuroLogistics,A. Joshi,1,CIP,Sea,Export,LCL,19-11-2025,12-12-2025,19-11-2025,25-12-2025,33,23,10,Late Arrival
SHP102543,Larsen & Toubro,Pacific Foods Ltd,Port Klang,Visakhapatnam,2,FastShip Ocean,Gujarat Links,M. Tandon,4,CIF,Sea,Import,FCL,14-03-2026,29-03-2026,15-03-2026,03-04-2026,18,15,3,Late Arrival
SHP102544,Tata Motors Ltd,Star Imports Ltd,Tanjung Pelepas,Mundra,2,GT Air Express,Bluedart Cargo,D. Sharma,4,DDP,Sea,Import,FCL,03-12-2024,16-12-2024,06-12-2024,04-01-2025,25,13,12,Late Arrival
SHP102545,Tata Motors Ltd,Sun Drug Co Ltd,Mumbai,Ningbo,3,Pacific Marine,Bluedart Cargo,S. Kumar,2,DDP,Sea,Export,FCL,12-03-2024,25-04-2024,12-03-2024,27-05-2024,72,44,28,Late Arrival
SHP102546,Bharat Steel,Fresh Foods Inc,Mundra,New York,2,GT Air Express,Deko Freight,S. Kumar,1,CIP,Air,Export,Parcel,02-09-2024,06-09-2024,02-09-2024,08-09-2024,6,4,2,Late Arrival
SHP102547,Mahindra Agritech,Star Imports Ltd,Mundra,Jebel Ali,2,Greenline Agency,Deko Freight,V. Sinha,1,FCA,Sea,Export,FCL,31-08-2024,11-09-2024,31-08-2024,28-09-2024,26,11,15,Late Arrival
SHP102548,Godrej Agrovet,AmeriTech LLC,Visakhapatnam,Long Beach,3,Shree Logi Agency,Bengal Marine,D. Sharma,1,CIP,Sea,Export,LCL,20-01-2024,16-02-2024,20-01-2024,02-03-2024,37,27,10,Late Arrival
SHP102549,Godrej Agrovet,Bharat Pharma Exports,Chennai,Algeciras,1,Pacific Marine,Gujarat Links,R. Goenka,2,FCA,Sea,Export,FCL,25-01-2024,07-02-2024,26-01-2024,08-02-2024,13,13,0,On Time
SHP102550,Max Pharma Ltd,Euro Retail GmbH,Chennai,Valencia,3,Value Carry Pvt Ltd,Deko Freight,P. Desai,2,DAP,Sea,Export,LCL,14-05-2024,05-06-2024,14-05-2024,13-06-2024,26,22,4,Late Arrival
SHP102551,Bharat Steel,Pacific Foods Ltd,Tuticorin,Jeddah,2,Pacific Marine,Bengal Marine,D. Sharma,2,DDP,Sea,Export,FCL,19-03-2025,07-04-2025,19-03-2025,14-04-2025,20,19,1,Late Arrival
SHP102552,Bharat Steel,Global Traders LLP,Port Klang,Tuticorin,2,Value Carry Pvt Ltd,Bluedart Cargo,M. Tandon,1,EXW,Sea,Import,FCL,28-10-2024,16-11-2024,30-10-2024,28-11-2024,27,19,8,Late Arrival
SHP102553,Tata Motors Ltd,AmeriTech LLC,Frankfurt,Mumbai,1,FastShip Ocean,EuroLogistics,V. Sinha,1,FCA,Air,Import,Parcel,26-03-2026,29-03-2026,27-03-2026,30-03-2026,3,3,0,On Time
SHP102554,Godrej Agrovet,Global Traders LLP,Mumbai,Valencia,3,GT Air Express,Bluedart Cargo,A. Joshi,2,DDP,Sea,Export,LCL,15-09-2024,10-10-2024,15-09-2024,17-10-2024,27,25,2,Late Arrival
SHP102555,Godrej Agrovet,Fresh Foods Inc,Chennai,Kaohsiung,3,FastShip Ocean,Ocean Bridge,R. Goenka,2,FOB,Sea,Export,FCL,27-01-2026,12-02-2026,28-01-2026,20-02-2026,21,16,5,Late Arrival
SHP102556,Godrej Agrovet,Euro Retail GmbH,Cochin,Frankfurt,1,Shree Logi Agency,Kanto Broker,S. Kumar,1,FCA,Air,Export,Parcel,18-06-2025,21-06-2025,19-06-2025,23-06-2025,4,3,1,Late Arrival
SHP102557,Godrej Agrovet,Euro Retail GmbH,Tanger Med,Tuticorin,1,Pacific Marine,Ocean Bridge,A. Joshi,1,EXW,Sea,Import,FCL,16-03-2025,28-03-2025,17-03-2025,02-04-2025,16,12,4,Late Arrival
SHP102558,Marico Ltd,XYZ Automotives,Visakhapatnam,Yokohama,3,Value Carry Pvt Ltd,Ocean Bridge,D. Sharma,2,EXW,Sea,Export,FCL,02-08-2024,21-08-2024,03-08-2024,03-09-2024,29,19,10,Late Arrival
SHP102559,Marico Ltd,ABC Imports Pvt Ltd,Frankfurt,Mumbai,1,South Freight,Deko Freight,R. Goenka,1,DAP,Air,Import,Parcel,05-02-2025,06-02-2025,06-02-2025,09-02-2025,3,1,2,Late Arrival
SHP102560,Larsen & Toubro,Star Imports Ltd,Tanjung Pelepas,Visakhapatnam,2,South Freight,Gujarat Links,D. Sharma,4,FOB,Sea,Import,FCL,16-12-2024,31-12-2024,17-12-2024,11-01-2025,21,15,6,Late Arrival
SHP102561,Reliance Exports,ABC Imports Pvt Ltd,Chennai,Hamburg,3,South Freight,Kanto Broker,V. Sinha,2,FCA,Sea,Export,FCL,14-07-2025,06-08-2025,14-07-2025,15-08-2025,26,23,3,Late Arrival
SHP102562,Godrej Agrovet,ABC Imports Pvt Ltd,Mundra,Savannah,3,FastShip Ocean,Bengal Marine,R. Goenka,4,CIP,Sea,Export,FCL,18-01-2026,13-02-2026,20-01-2026,24-02-2026,30,26,4,Late Arrival
SHP102563,Tata Motors Ltd,Star Imports Ltd,Tuticorin,Dammam,2,Greenline Agency,Ocean Bridge,R. Goenka,1,CIP,Sea,Export,LCL,20-09-2024,05-10-2024,20-09-2024,10-10-2024,17,15,2,Late Arrival
SHP102564,Adani Exports,Star Imports Ltd,Sohar,Visakhapatnam,2,Shree Logi Agency,Kanto Broker,D. Sharma,2,CIF,Sea,Import,LCL,19-04-2024,09-05-2024,19-04-2024,14-05-2024,24,20,4,Late Arrival
SHP102565,Reliance Exports,Fresh Foods Inc,Mumbai,New York,3,Shree Logi Agency,Ocean Bridge,V. Sinha,2,EXW,Sea,Export,FCL,01-07-2024,28-07-2024,01-07-2024,03-08-2024,30,27,3,Late Arrival
SHP102566,Larsen & Toubro,Fresh Foods Inc,Tokyo,Tuticorin,2,Pacific Marine,Bengal Marine,V. Sinha,2,CIP,Sea,Import,LCL,21-11-2025,17-12-2025,22-11-2025,29-12-2025,31,26,5,Late Arrival
SHP102567,Godrej Agrovet,Bharat Pharma Exports,Nhava Sheva,Jeddah,2,FastShip Ocean,Bluedart Cargo,R. Goenka,1,CIP,Sea,Export,LCL,01-03-2024,20-03-2024,01-03-2024,08-04-2024,35,19,16,Late Arrival
SHP102568,Marico Ltd,Euro Retail GmbH,Mundra,Los Angeles,3,GT Air Express,EuroLogistics,R. Goenka,1,FCA,Sea,Export,LCL,30-03-2026,29-04-2026,05-04-2026,17-05-2026,39,30,9,Late Arrival
SHP102569,Reliance Exports,Star Imports Ltd,Nhava Sheva,Norfolk,3,FastShip Ocean,Bengal Marine,R. Goenka,1,DAP,Sea,Export,LCL,30-01-2024,26-02-2024,30-01-2024,14-03-2024,41,27,14,Late Arrival
SHP102570,Larsen & Toubro,Pacific Foods Ltd,Ningbo,Mumbai,2,Pacific Marine,Bengal Marine,M. Tandon,1,CIP,Sea,Import,FCL,06-12-2024,19-12-2024,08-12-2024,28-12-2024,19,13,6,Late Arrival
SHP102571,Max Pharma Ltd,AmeriTech LLC,Sohar,Visakhapatnam,2,South Freight,Bluedart Cargo,A. Joshi,1,EXW,Sea,Import,LCL,30-06-2024,04-08-2024,01-07-2024,11-08-2024,40,35,5,Late Arrival
SHP102572,Adani Exports,Fresh Foods Inc,Salalah,Mundra,1,Shree Logi Agency,Kanto Broker,D. Sharma,2,FCA,Sea,Import,FCL,15-11-2025,29-11-2025,15-11-2025,14-12-2025,29,14,15,Late Arrival
SHP102573,Tata Motors Ltd,Bharat Pharma Exports,Mundra,Hamburg,3,Shree Logi Agency,Bengal Marine,V. Sinha,2,CIP,Sea,Export,FCL,01-04-2025,27-04-2025,02-04-2025,07-05-2025,29,26,3,Late Arrival
SHP102574,Larsen & Toubro,Euro Retail GmbH,Kolkata,Yantian,2,GT Air Express,EuroLogistics,R. Goenka,2,FCA,Sea,Export,FCL,24-12-2024,09-01-2025,25-12-2024,16-01-2025,21,16,5,Late Arrival
SHP102575,Tata Motors Ltd,Pacific Foods Ltd,Kolkata,Miami,3,GT Air Express,Gujarat Links,S. Kumar,1,EXW,Sea,Export,LCL,11-09-2024,10-10-2024,12-09-2024,19-10-2024,29,29,0,On Time
SHP102576,Adani Exports,AmeriTech LLC,Rotterdam,Cochin,3,South Freight,Ocean Bridge,V. Sinha,2,DAP,Sea,Import,FCL,30-05-2025,27-06-2025,30-05-2025,21-07-2025,42,28,14,Late Arrival
SHP102577,Tata Motors Ltd,Star Imports Ltd,Mundra,Los Angeles,2,South Freight,Ocean Bridge,S. Kumar,1,FOB,Air,Export,Parcel,07-05-2025,11-05-2025,07-05-2025,13-05-2025,6,4,2,Late Arrival
SHP102578,Tata Motors Ltd,Pacific Foods Ltd,Port Klang,Mundra,2,South Freight,Deko Freight,D. Sharma,2,EXW,Sea,Import,FCL,08-03-2025,28-03-2025,12-03-2025,15-04-2025,27,20,7,Late Arrival
SHP102579,Max Pharma Ltd,Pacific Foods Ltd,Visakhapatnam,Miami,3,GT Air Express,Kanto Broker,P. Desai,1,CIF,Sea,Export,FCL,21-01-2025,24-02-2025,21-01-2025,15-03-2025,46,34,12,Late Arrival
SHP102580,Mahindra Agritech,Global Traders LLP,Oakland,Chennai,3,Greenline Agency,Kanto Broker,V. Sinha,1,FCA,Sea,Import,FCL,15-01-2024,15-02-2024,15-01-2024,25-02-2024,38,31,7,Late Arrival
SHP102581,Marico Ltd,Star Imports Ltd,Mundra,Sohar,2,FastShip Ocean,Deko Freight,V. Sinha,2,DAP,Sea,Export,LCL,21-05-2024,11-06-2024,22-05-2024,28-06-2024,36,21,15,Late Arrival
SHP102582,Adani Exports,Star Imports Ltd,Jebel Ali,Tuticorin,2,Greenline Agency,Kanto Broker,M. Tandon,4,FCA,Sea,Import,FCL,02-05-2024,25-05-2024,04-05-2024,03-06-2024,26,23,3,Late Arrival
SHP102583,Adani Exports,Sun Drug Co Ltd,Tokyo,Visakhapatnam,2,Shree Logi Agency,Deko Freight,D. Sharma,1,FOB,Sea,Import,FCL,19-11-2025,08-12-2025,20-11-2025,20-12-2025,19,19,0,On Time
SHP102584,Adani Exports,Star Imports Ltd,Sohar,Chennai,2,Greenline Agency,Bluedart Cargo,A. Joshi,4,DAP,Sea,Import,FCL,10-05-2025,01-06-2025,12-05-2025,09-06-2025,27,22,5,Late Arrival
SHP102585,Bharat Steel,Pacific Foods Ltd,Mumbai,Sohar,2,Greenline Agency,EuroLogistics,A. Joshi,1,EXW,Sea,Export,LCL,01-07-2025,22-07-2025,05-07-2025,20-08-2025,36,21,15,Late Arrival
SHP102586,ITC Ltd,AmeriTech LLC,Tanjung Pelepas,Mundra,2,Greenline Agency,Bengal Marine,V. Sinha,1,EXW,Sea,Import,FCL,04-05-2024,31-05-2024,04-05-2024,07-06-2024,32,27,5,Late Arrival
SHP102587,ITC Ltd,Pacific Foods Ltd,Mundra,Kaohsiung,3,GT Air Express,Bluedart Cargo,A. Joshi,2,CIP,Sea,Export,FCL,04-12-2025,21-12-2025,10-12-2025,07-01-2026,25,17,8,Late Arrival
SHP102588,Larsen & Toubro,Sun Drug Co Ltd,Gioia Tauro,Kolkata,1,Value Carry Pvt Ltd,EuroLogistics,A. Joshi,1,CIF,Sea,Import,FCL,12-08-2025,27-08-2025,16-08-2025,17-09-2025,32,15,17,Late Arrival
SHP102589,Mahindra Agritech,AmeriTech LLC,Kaohsiung,Visakhapatnam,2,Shree Logi Agency,Ocean Bridge,V. Sinha,2,DAP,Sea,Import,FCL,24-08-2025,15-09-2025,25-08-2025,22-09-2025,22,22,0,On Time
SHP102590,Godrej Agrovet,Bharat Pharma Exports,Visakhapatnam,Busan,2,Value Carry Pvt Ltd,Gujarat Links,V. Sinha,2,CIP,Sea,Export,FCL,18-11-2024,04-12-2024,20-11-2024,09-12-2024,16,16,0,On Time
SHP102591,Larsen & Toubro,Fresh Foods Inc,Dammam,Mumbai,2,Shree Logi Agency,Bluedart Cargo,P. Desai,1,DDP,Sea,Import,FCL,11-06-2024,09-07-2024,11-06-2024,23-07-2024,41,28,13,Late Arrival
SHP102592,ITC Ltd,AmeriTech LLC,Antwerp,Visakhapatnam,3,South Freight,Bluedart Cargo,A. Joshi,2,FOB,Sea,Import,FCL,05-08-2024,11-09-2024,05-08-2024,25-09-2024,40,37,3,Late Arrival
SHP102593,Mahindra Agritech,ABC Imports Pvt Ltd,Nhava Sheva,Gioia Tauro,1,GT Air Express,Deko Freight,A. Joshi,1,FOB,Sea,Export,LCL,18-06-2024,01-07-2024,18-06-2024,02-07-2024,14,13,1,Late Arrival
SHP102594,Adani Exports,Sun Drug Co Ltd,Tuticorin,Baltimore,3,Greenline Agency,Bengal Marine,D. Sharma,1,CIP,Sea,Export,FCL,24-12-2025,15-01-2026,26-12-2025,06-02-2026,24,22,2,Late Arrival
SHP102595,Godrej Agrovet,AmeriTech LLC,Tuticorin,Felixstowe,3,Shree Logi Agency,EuroLogistics,M. Tandon,2,EXW,Sea,Export,FCL,22-02-2026,19-03-2026,24-02-2026,23-03-2026,24,25,-1,Early Arrival
SHP102596,Adani Exports,Global Traders LLP,Nhava Sheva,Frankfurt,1,Greenline Agency,Deko Freight,A. Joshi,1,EXW,Air,Export,Parcel,20-05-2025,21-05-2025,23-05-2025,24-05-2025,1,1,0,On Time
SHP102597,Godrej Agrovet,Sun Drug Co Ltd,Savannah,Mundra,3,Value Carry Pvt Ltd,EuroLogistics,S. Kumar,1,EXW,Sea,Import,FCL,08-04-2024,13-05-2024,08-04-2024,31-05-2024,49,35,14,Late Arrival
SHP102598,Tata Motors Ltd,Bharat Pharma Exports,Chennai,Tacoma,3,Value Carry Pvt Ltd,Bengal Marine,M. Tandon,2,DDP,Sea,Export,FCL,03-02-2024,07-03-2024,06-02-2024,19-03-2024,35,33,2,Late Arrival
SHP102599,Max Pharma Ltd,Star Imports Ltd,Salalah,Nhava Sheva,1,FastShip Ocean,Bengal Marine,R. Goenka,2,CIP,Sea,Import,LCL,02-12-2025,17-12-2025,04-12-2025,23-12-2025,19,15,4,Late Arrival
SHP102600,Marico Ltd,Bharat Pharma Exports,Nhava Sheva,Hong Kong,2,Value Carry Pvt Ltd,Deko Freight,M. Tandon,2,DAP,Sea,Export,LCL,18-03-2024,30-03-2024,20-03-2024,16-04-2024,26,12,14,Late Arrival
SHP102601,ITC Ltd,AmeriTech LLC,Colombo,Cochin,1,Shree Logi Agency,Deko Freight,V. Sinha,2,DAP,Sea,Import,FCL,27-11-2025,15-12-2025,27-11-2025,28-12-2025,31,18,13,Late Arrival
SHP102602,Bharat Steel,Global Traders LLP,Dammam,Kolkata,2,South Freight,EuroLogistics,P. Desai,2,CIF,Sea,Import,FCL,01-09-2025,23-09-2025,02-09-2025,27-09-2025,22,22,0,On Time
SHP102603,Adani Exports,Sun Drug Co Ltd,Visakhapatnam,Norfolk,3,Value Carry Pvt Ltd,Deko Freight,D. Sharma,4,FCA,Sea,Export,FCL,01-03-2024,25-03-2024,07-03-2024,03-04-2024,25,24,1,Late Arrival
SHP102604,Bharat Steel,Euro Retail GmbH,Hamburg,Tuticorin,3,Value Carry Pvt Ltd,Gujarat Links,P. Desai,2,DAP,Sea,Import,FCL,16-05-2024,14-06-2024,19-05-2024,20-06-2024,30,29,1,Late Arrival
SHP102605,Larsen & Toubro,Star Imports Ltd,Mumbai,Salalah,1,South Freight,Ocean Bridge,D. Sharma,1,CIP,Sea,Export,FCL,08-03-2026,24-03-2026,08-03-2026,26-03-2026,18,16,2,Late Arrival
SHP102606,Marico Ltd,XYZ Automotives,Tuticorin,Los Angeles,2,Greenline Agency,Bengal Marine,S. Kumar,1,EXW,Air,Export,Parcel,15-01-2025,19-01-2025,15-01-2025,19-01-2025,4,4,0,On Time
SHP102607,Adani Exports,Bharat Pharma Exports,Felixstowe,Nhava Sheva,3,Value Carry Pvt Ltd,Bluedart Cargo,S. Kumar,4,CIF,Sea,Import,LCL,25-05-2024,03-07-2024,28-05-2024,22-07-2024,49,39,10,Late Arrival
